filter_hour_service-3  | 2025-12-04 02:51:36 DEBUG    Config cargada desde config/config_hour.ini: {'id': 3, 'filter_type': 'hour', 'hour_start': 6, 'hour_end': 23}
filter_hour_service-2   | 2025-12-04 02:51:36 INFO     Filtro inicializado. Tipo: hour, ID: 2 | Receiver Queue: to_filter_hour_shard_2 | Sender Queues: ['to_filter_amount'] | End Exchange: end_exchange_filter_hour | Monitor: <utils.heartbeat_sender.HeartbeatSender object at 0x7bcd58cb2960>
filter_hour_service-2   | 2025-12-04 02:51:36 INFO     Verificando recuperación de procesamiento previo
filter_hour_service-2   | 2025-12-04 02:51:36 INFO     Recovering sends commit...
filter_hour_service-2   | 2025-12-04 02:51:36 INFO     Recovering working state...
filter_hour_service-2   | 2025-12-04 02:51:36 DEBUG    No working state commit found.
filter_hour_service-2   | 2025-12-04 02:51:36 INFO     Recovering last chunks processing commit...
filter_hour_service-2   | 2025-12-04 02:51:36 DEBUG    No processing chunk commit found.
filter_hour_service-2   | 2025-12-04 02:51:36 DEBUG    No processing chunk to recover.
filter_hour_service-2   | 2025-12-04 02:51:36 INFO     Filtro iniciado. Tipo: hour, ID: 2
aggregator_tpv_service  | 2025-12-04 02:51:36 INFO     Recovering working state...
aggregator_tpv_service  | 2025-12-04 02:51:36 DEBUG    No working state commit found.
aggregator_tpv_service  | 2025-12-04 02:51:36 INFO     Starting processing recovery | type:TPV | agg_id:1
aggregator_tpv_service         | 2025-12-04 02:51:36 DEBUG    Chunk buffer is empty
filter_hour_service     | 2025-12-04 02:51:36 INFO     Verificando recuperación de procesamiento previo
filter_hour_service            | 2025-12-04 02:51:36 INFO     Recovering sends commit...
filter_hour_service            | 2025-12-04 02:51:36 INFO     Recovering working state...
filter_hour_service            | 2025-12-04 02:51:36 DEBUG    No working state commit found.
filter_hour_service            | 2025-12-04 02:51:36 INFO     Recovering last chunks processing commit...
filter_hour_service            | 2025-12-04 02:51:36 DEBUG    No processing chunk commit found.
aggregator_tpv_service         | 2025-12-04 02:51:36 INFO     No buffered chunks to recover
aggregator_products_service-2  | 2025-12-04 02:51:36 DEBUG    action: config | result: success | agg_type:PRODUCTS | agg_id:2 | log_level:DEBUG
aggregator_products_service-2  | 2025-12-04 02:51:36 INFO     Starting HeartbeatSender for aggregator_products_service-2
aggregator_products_service-2  | 2025-12-04 02:51:36 INFO     Recovering sends commit...
aggregator_tpv_service         | 2025-12-04 02:51:36 INFO     Recovering last chunks processing commit...
aggregator_tpv_service         | 2025-12-04 02:51:36 DEBUG    No processing chunk commit found.
aggregator_tpv_service         | 2025-12-04 02:51:36 DEBUG    No processing chunk to recover.
aggregator_tpv_service         | 2025-12-04 02:51:36 INFO     Agregador iniciado. Tipo: TPV, ID: 1
aggregator_products_service    | 2025-12-04 02:51:36 DEBUG    action: config | result: success | agg_type:PRODUCTS | agg_id:1 | log_level:DEBUG
aggregator_products_service    | 2025-12-04 02:51:36 INFO     Starting HeartbeatSender for aggregator_products_service
aggregator_products_service    | 2025-12-04 02:51:36 INFO     Recovering sends commit...
aggregator_products_service    | 2025-12-04 02:51:36 INFO     Recovering working state...
aggregator_products_service    | 2025-12-04 02:51:36 DEBUG    No working state commit found.
aggregator_products_service    | 2025-12-04 02:51:36 INFO     Starting processing recovery | type:PRODUCTS | agg_id:1
aggregator_products_service    | 2025-12-04 02:51:36 DEBUG    Chunk buffer is empty
aggregator_products_service    | 2025-12-04 02:51:36 INFO     No buffered chunks to recover
aggregator_products_service    | 2025-12-04 02:51:36 INFO     Recovering last chunks processing commit...
aggregator_products_service    | 2025-12-04 02:51:36 DEBUG    No processing chunk commit found.
aggregator_products_service    | 2025-12-04 02:51:36 DEBUG    No processing chunk to recover.
aggregator_products_service    | 2025-12-04 02:51:36 INFO     Agregador iniciado. Tipo: PRODUCTS, ID: 1
filter_hour_service            | 2025-12-04 02:51:36 DEBUG    No processing chunk to recover.
filter_hour_service            | 2025-12-04 02:51:36 INFO     Filtro iniciado. Tipo: hour, ID: 1
rabbitmq                       | =INFO REPORT==== 4-Dec-2025::02:51:27.143630 ===
rabbitmq                       |     alarm_handler: {set,{system_memory_high_watermark,[]}}
rabbitmq                       | 2025-12-04 02:51:28.163747+00:00 [notice] <0.44.0> Application syslog exited with reason: stopped
filter_year_service-3          | 2025-12-04 02:51:36 DEBUG    Config cargada desde config/config_year.ini: {'id': 3, 'filter_type': 'year', 'year_start': 2024, 'year_end': 2025}
filter_year_service-3          | 2025-12-04 02:51:36 INFO     Starting HeartbeatSender for filter_year_service-3
monitor_3                      | 2025-12-04 02:51:42 INFO     Starting Monitor Node...
monitor_3                      | 2025-12-04 02:51:42 INFO     Starting MonitorNode monitor_3
monitor_3                      | 2025-12-04 02:51:42 INFO     Barrier expected counts: {'filter_year': 3, 'filter_hour': 3, 'filter_amount': 3, 'agg_products': 3, 'agg_tpv': 3, 'agg_purchases': 3, 'max_partials': 0, 'max_absolute': 1, 'top3_partials': 0, 'top3_absolute': 1, 'join_items': 1, 'join_stores_tpv': 1, 'join_stores_top3': 1, 'join_users': 1, 'server_results': 1}
monitor_3                      | 2025-12-04 02:51:47 INFO     Starting election process...
rabbitmq                       | 2025-12-04 02:51:28.165468+00:00 [notice] <0.254.0> Logging: switching to configured handler(s); following messages may not be visible in this log output
rabbitmq                       | [38;5;87m2025-12-04 02:51:28.165822+00:00 [notice] <0.254.0> Logging: configured log handlers are now ACTIVE[0m
rabbitmq                       | 2025-12-04 02:51:28.168738+00:00 [info] <0.254.0> ra: starting system quorum_queues[0m
rabbitmq                       | 2025-12-04 02:51:28.168784+00:00 [info] <0.254.0> starting Ra system: quorum_queues in directory: /var/lib/rabbitmq/mnesia/rabbit@rabbitmq/quorum/rabbit@rabbitmq[0m
rabbitmq                       | 2025-12-04 02:51:28.188109+00:00 [info] <0.268.0> ra system 'quorum_queues' running pre init for 0 registered servers[0m
rabbitmq                       | 2025-12-04 02:51:28.191010+00:00 [info] <0.269.0> ra: meta data store initialised for system quorum_queues. 0 record(s) recovered[0m
rabbitmq                       | [38;5;87m2025-12-04 02:51:28.195057+00:00 [notice] <0.274.0> WAL: ra_log_wal init, open tbls: ra_log_open_mem_tables, closed tbls: ra_log_closed_mem_tables[0m
rabbitmq                       | 2025-12-04 02:51:28.199895+00:00 [info] <0.254.0> ra: starting system coordination[0m
rabbitmq                       | 2025-12-04 02:51:28.199932+00:00 [info] <0.254.0> starting Ra system: coordination in directory: /var/lib/rabbitmq/mnesia/rabbit@rabbitmq/coordination/rabbit@rabbitmq[0m
rabbitmq                       | 2025-12-04 02:51:28.200316+00:00 [info] <0.282.0> ra system 'coordination' running pre init for 0 registered servers[0m
rabbitmq                       | 2025-12-04 02:51:28.200532+00:00 [info] <0.283.0> ra: meta data store initialised for system coordination. 0 record(s) recovered[0m
monitor_3                      | 2025-12-04 02:51:57 INFO     Election timeout reached. Declaring victory.
monitor_3                      | 2025-12-04 02:51:57 WARNING  Detected Leader monitor_1 with lower ID. Challenging...
monitor_3                      | 2025-12-04 02:51:57 WARNING  Detected Leader monitor_2 with lower ID. Challenging...
monitor_3                      | 2025-12-04 02:51:57 INFO     Monitor received message: {'type': 'COORDINATOR', 'id': 'monitor_1', 'timestamp': 1764816717.2940645}
monitor_3                      | 2025-12-04 02:51:57 INFO     Starting election process...
monitor_3                      | 2025-12-04 02:51:57 INFO     I am the new LEADER!
monitor_3                      | 2025-12-04 02:51:57 INFO     Monitor received message: {'type': 'COORDINATOR', 'id': 'monitor_2', 'timestamp': 1764816717.294116}
monitor_3                      | 2025-12-04 02:51:57 INFO     Starting election process...
monitor_3                      | 2025-12-04 02:51:57 INFO     Monitor received message: {'type': 'COORDINATOR', 'id': 'monitor_3', 'timestamp': 1764816717.2954211}
monitor_3                      | 2025-12-04 02:51:57 INFO     I am the new LEADER!
monitor_3                      | 2025-12-04 02:51:57 INFO     Monitor received message: {'type': 'ELECTION', 'id': 'monitor_2', 'timestamp': 1764816717.2976604}
monitor_3                      | 2025-12-04 02:51:57 INFO     Received ELECTION from monitor_2. Sending my own election message.
monitor_3                      | 2025-12-04 02:51:57 INFO     Starting election process...
monitor_3                      | 2025-12-04 02:51:57 INFO     Monitor received message: {'type': 'ELECTION', 'id': 'monitor_3', 'timestamp': 1764816717.298033}
monitor_3                      | 2025-12-04 02:51:57 INFO     Received ELECTION from monitor_3. Yielding (higher ID).
monitor_3                      | 2025-12-04 02:51:57 INFO     Monitor received message: {'type': 'ELECTION', 'id': 'monitor_3', 'timestamp': 1764816717.3009155}
monitor_3                      | 2025-12-04 02:51:57 INFO     Received ELECTION from monitor_3. Yielding (higher ID).
monitor_3                      | 2025-12-04 02:51:57 INFO     Monitor received message: {'type': 'ELECTION', 'id': 'monitor_3', 'timestamp': 1764816717.304404}
monitor_3                      | 2025-12-04 02:51:57 INFO     Received ELECTION from monitor_3. Yielding (higher ID).
monitor_3                      | 2025-12-04 02:52:07 INFO     Election timeout reached. Declaring victory.
monitor_3                      | 2025-12-04 02:52:07 INFO     Monitor received message: {'type': 'COORDINATOR', 'id': 'monitor_3', 'timestamp': 1764816727.3108063}
monitor_2                      | 2025-12-04 02:51:42 INFO     Starting Monitor Node...
monitor_2                      | 2025-12-04 02:51:42 INFO     Starting MonitorNode monitor_2
monitor_2                      | 2025-12-04 02:51:42 INFO     Barrier expected counts: {'filter_year': 3, 'filter_hour': 3, 'filter_amount': 3, 'agg_products': 3, 'agg_tpv': 3, 'agg_purchases': 3, 'max_partials': 0, 'max_absolute': 1, 'top3_partials': 0, 'top3_absolute': 1, 'join_items': 1, 'join_stores_tpv': 1, 'join_stores_top3': 1, 'join_users': 1, 'server_results': 1}
monitor_2                      | 2025-12-04 02:51:47 INFO     Starting election process...
monitor_2                      | 2025-12-04 02:51:57 INFO     Election timeout reached. Declaring victory.
monitor_2                      | 2025-12-04 02:51:57 WARNING  Detected Leader monitor_1 with lower ID. Challenging...
monitor_2                      | 2025-12-04 02:51:57 INFO     Monitor received message: {'type': 'COORDINATOR', 'id': 'monitor_1', 'timestamp': 1764816717.2940645}
monitor_2                      | 2025-12-04 02:51:57 INFO     Starting election process...
monitor_2                      | 2025-12-04 02:51:57 INFO     I am the new LEADER!
monitor_2                      | 2025-12-04 02:51:57 INFO     Monitor received message: {'type': 'COORDINATOR', 'id': 'monitor_2', 'timestamp': 1764816717.294116}
joiner_users_service           | 2025-12-04 02:51:36 DEBUG    action: config | result: success | joiner_type:USERS | log_level:DEBUG
joiner_users_service           | 2025-12-04 02:51:36 INFO     Starting HeartbeatSender for joiner_users_service
joiner_users_service           | 2025-12-04 02:51:36 INFO     Iniciando Joiner de Users...
joiner_users_service           | 2025-12-04 02:51:36 INFO     Recovering sends commit...
joiner_users_service           | 2025-12-04 02:51:36 INFO     Recovering working state...
joiner_users_service           | 2025-12-04 02:51:36 DEBUG    No working state commit found.
joiner_users_service           | 2025-12-04 02:51:36 INFO     Recovering sends commit...
joiner_users_service           | 2025-12-04 02:51:36 INFO     Recovering working state...
joiner_users_service           | 2025-12-04 02:51:36 DEBUG    No working state commit found.
joiner_users_service           | 2025-12-04 02:51:36 INFO     Joiner iniciado. Tipo: USERS
joiner_users_service           | 2025-12-04 02:51:36 INFO     Recovering last chunks processing commit...
joiner_users_service           | 2025-12-04 02:51:36 DEBUG    No processing chunk commit found.
joiner_users_service           | 2025-12-04 02:51:36 DEBUG    No processing chunk to recover.
joiner_users_service           | 2025-12-04 02:51:36 INFO     Recovering last chunks processing commit...
joiner_users_service           | 2025-12-04 02:51:36 DEBUG    No processing chunk commit found.
joiner_users_service           | 2025-12-04 02:51:36 DEBUG    No processing chunk to recover.
aggregator_purchases_service   | 2025-12-04 02:51:36 DEBUG    action: config | result: success | agg_type:PURCHASES | agg_id:1 | log_level:DEBUG
aggregator_purchases_service   | 2025-12-04 02:51:36 INFO     Starting HeartbeatSender for aggregator_purchases_service
aggregator_purchases_service   | 2025-12-04 02:51:36 INFO     Recovering sends commit...
aggregator_purchases_service   | 2025-12-04 02:51:36 INFO     Recovering working state...
aggregator_purchases_service     | 2025-12-04 02:51:36 DEBUG    No working state commit found.
aggregator_purchases_service     | 2025-12-04 02:51:36 INFO     Starting processing recovery | type:PURCHASES | agg_id:1
aggregator_purchases_service     | 2025-12-04 02:51:36 DEBUG    Chunk buffer is empty
aggregator_purchases_service     | 2025-12-04 02:51:36 INFO     No buffered chunks to recover
aggregator_purchases_service     | 2025-12-04 02:51:36 INFO     Recovering last chunks processing commit...
aggregator_purchases_service     | 2025-12-04 02:51:36 DEBUG    No processing chunk commit found.
aggregator_purchases_service     | 2025-12-04 02:51:36 DEBUG    No processing chunk to recover.
aggregator_purchases_service     | 2025-12-04 02:51:36 INFO     Agregador iniciado. Tipo: PURCHASES, ID: 1
filter_year_service            | 2025-12-04 02:51:36 DEBUG    Config cargada desde config/config_year.ini: {'id': 1, 'filter_type': 'year', 'year_start': 2024, 'year_end': 2025}
filter_year_service              | 2025-12-04 02:51:36 INFO     Starting HeartbeatSender for filter_year_service
filter_year_service              | 2025-12-04 02:51:36 INFO     Filtro inicializado. Tipo: year, ID: 1 | Receiver Queue: to_filter_year_shard_1 | Sender Queues: ['to_filter_hour'] | End Exchange: end_exchange_filter_year | Monitor: <utils.heartbeat_sender.HeartbeatSender object at 0x75f3dbe55d60>
filter_year_service              | 2025-12-04 02:51:36 INFO     Verificando recuperación de procesamiento previo
maximizer_top3_absolute_service  | 2025-12-04 02:51:36 INFO     action: config | result: success | max_type:TOP3 | role:absolute | shard_id:None | partial_shards:['stores_1_4', 'stores_5_7', 'stores_8_10'] | log_level:DEBUG
maximizer_top3_absolute_service  | 2025-12-04 02:51:36 INFO     Starting HeartbeatSender for maximizer_top3_absolute_service
maximizer_top3_absolute_service  | 2025-12-04 02:51:36 INFO     Recovering sends commit...
maximizer_top3_absolute_service  | 2025-12-04 02:51:36 INFO     Recovering working state...
maximizer_top3_absolute_service  | 2025-12-04 02:51:36 DEBUG    No working state commit found.
maximizer_top3_absolute_service  | 2025-12-04 02:51:36 INFO     Maximizer iniciado. Tipo: TOP3, Rango: absolute, Receiver: to_top3_absolute
rabbitmq                       | [38;5;87m2025-12-04 02:51:28.200596+00:00 [notice] <0.288.0> WAL: ra_coordination_log_wal init, open tbls: ra_coordination_log_open_mem_tables, closed tbls: ra_coordination_log_closed_mem_tables[0m
rabbitmq                         | 2025-12-04 02:51:28.201488+00:00 [info] <0.254.0> ra: starting system coordination[0m
rabbitmq                         | 2025-12-04 02:51:28.201507+00:00 [info] <0.254.0> starting Ra system: coordination in directory: /var/lib/rabbitmq/mnesia/rabbit@rabbitmq/coordination/rabbit@rabbitmq[0m
rabbitmq                         | 2025-12-04 02:51:28.231177+00:00 [info] <0.254.0> Waiting for Khepri leader for 30000 ms, 9 retries left[0m
rabbitmq                         | [38;5;87m2025-12-04 02:51:28.232903+00:00 [notice] <0.292.0> RabbitMQ metadata store: candidate -> leader in term: 1 machine version: 1[0m
monitor_2                      | 2025-12-04 02:51:57 INFO     I am the new LEADER!
monitor_2                        | 2025-12-04 02:51:57 INFO     Monitor received message: {'type': 'COORDINATOR', 'id': 'monitor_3', 'timestamp': 1764816717.2954211}
monitor_2                        | 2025-12-04 02:51:57 INFO     New Leader elected: monitor_3
monitor_2                        | 2025-12-04 02:51:57 INFO     Accepting monitor_3 as Coordinator.
monitor_2                        | 2025-12-04 02:51:57 INFO     Monitor received message: {'type': 'ELECTION', 'id': 'monitor_2', 'timestamp': 1764816717.2976604}
monitor_2                        | 2025-12-04 02:51:57 INFO     Received ELECTION from monitor_2. Yielding (higher ID).
monitor_2                        | 2025-12-04 02:51:57 INFO     Monitor received message: {'type': 'ELECTION', 'id': 'monitor_3', 'timestamp': 1764816717.298033}
filter_year_service              | 2025-12-04 02:51:36 INFO     Recovering sends commit...
filter_year_service              | 2025-12-04 02:51:36 INFO     Recovering working state...
aggregator_purchases_service-3   | 2025-12-04 02:51:36 DEBUG    action: config | result: success | agg_type:PURCHASES | agg_id:3 | log_level:DEBUG
aggregator_purchases_service-3   | 2025-12-04 02:51:36 INFO     Starting HeartbeatSender for aggregator_purchases_service-3
joiner_stores_top3_service       | 2025-12-04 02:51:36 DEBUG    action: config | result: success | joiner_type:STORES_TOP3 | log_level:DEBUG
joiner_stores_top3_service       | 2025-12-04 02:51:36 INFO     Starting HeartbeatSender for joiner_stores_top3_service
joiner_stores_top3_service       | 2025-12-04 02:51:36 INFO     Iniciando Joiner de Stores Top3...
joiner_stores_top3_service       | 2025-12-04 02:51:36 INFO     Recovering sends commit...
joiner_stores_top3_service       | 2025-12-04 02:51:36 INFO     Recovering working state...
joiner_stores_top3_service       | 2025-12-04 02:51:36 DEBUG    No working state commit found.
joiner_stores_top3_service       | 2025-12-04 02:51:36 INFO     Recovering sends commit...
joiner_stores_top3_service       | 2025-12-04 02:51:36 INFO     Recovering working state...
joiner_stores_top3_service       | 2025-12-04 02:51:36 DEBUG    No working state commit found.
joiner_stores_top3_service       | 2025-12-04 02:51:36 INFO     Joiner iniciado. Tipo: STORES_TOP3
joiner_stores_top3_service       | 2025-12-04 02:51:36 INFO     Recovering last chunks processing commit...
joiner_stores_top3_service       | 2025-12-04 02:51:36 DEBUG    No processing chunk commit found.
joiner_stores_top3_service       | 2025-12-04 02:51:36 DEBUG    No processing chunk to recover.
joiner_stores_top3_service       | 2025-12-04 02:51:36 INFO     Recovering last chunks processing commit...
joiner_stores_top3_service       | 2025-12-04 02:51:36 DEBUG    No processing chunk commit found.
joiner_stores_top3_service       | 2025-12-04 02:51:36 DEBUG    No processing chunk to recover.
monitor_3                      | 2025-12-04 02:52:07 INFO     I am the new LEADER!
monitor_3                        | 2025-12-04 02:52:07 INFO     I am the new LEADER!
filter_year_service              | 2025-12-04 02:51:36 DEBUG    No working state commit found.
filter_year_service              | 2025-12-04 02:51:36 INFO     Recovering last chunks processing commit...
joiner_stores_tpv_service        | 2025-12-04 02:51:36 DEBUG    action: config | result: success | joiner_type:STORES_TPV | log_level:DEBUG
joiner_stores_tpv_service        | 2025-12-04 02:51:36 INFO     Starting HeartbeatSender for joiner_stores_tpv_service
joiner_stores_tpv_service        | 2025-12-04 02:51:36 INFO     Iniciando Joiner de Stores TPV...
joiner_stores_tpv_service        | 2025-12-04 02:51:36 INFO     Recovering sends commit...
joiner_stores_tpv_service        | 2025-12-04 02:51:36 INFO     Recovering working state...
joiner_stores_tpv_service        | 2025-12-04 02:51:36 DEBUG    No working state commit found.
joiner_stores_tpv_service        | 2025-12-04 02:51:36 INFO     Recovering sends commit...
joiner_stores_tpv_service        | 2025-12-04 02:51:36 INFO     Recovering working state...
joiner_stores_tpv_service        | 2025-12-04 02:51:36 DEBUG    No working state commit found.
joiner_stores_tpv_service        | 2025-12-04 02:51:36 INFO     Joiner iniciado. Tipo: STORES_TPV
joiner_stores_tpv_service        | 2025-12-04 02:51:36 INFO     Recovering last chunks processing commit...
joiner_stores_tpv_service        | 2025-12-04 02:51:36 DEBUG    No processing chunk commit found.
joiner_stores_tpv_service        | 2025-12-04 02:51:36 DEBUG    No processing chunk to recover.
joiner_stores_tpv_service        | 2025-12-04 02:51:36 INFO     Recovering last chunks processing commit...
joiner_stores_tpv_service        | 2025-12-04 02:51:36 DEBUG    No processing chunk commit found.
joiner_stores_tpv_service        | 2025-12-04 02:51:36 DEBUG    No processing chunk to recover.
server                           | 2025-12-04 02:51:32 INFO     Starting HeartbeatSender for server
server                           | 2025-12-04 02:51:32 DEBUG    action: fd_open | result: success | kind: listen_socket | fd:5 | ip:0.0.0.0 | port:12345
server                           | 2025-12-04 02:51:32 DEBUG    action: accept_loop | result: start | ip:0.0.0.0 | port:12345 | backlog:5
joiner_items_service             | 2025-12-04 02:51:36 DEBUG    action: config | result: success | joiner_type:ITEMS | log_level:DEBUG
joiner_items_service             | 2025-12-04 02:51:36 INFO     Starting HeartbeatSender for joiner_items_service
joiner_items_service             | 2025-12-04 02:51:36 INFO     Iniciando Joiner de Items...
joiner_items_service             | 2025-12-04 02:51:36 INFO     Recovering sends commit...
joiner_items_service             | 2025-12-04 02:51:36 INFO     Recovering working state...
aggregator_products_service-3    | 2025-12-04 02:51:36 DEBUG    action: config | result: success | agg_type:PRODUCTS | agg_id:3 | log_level:DEBUG
aggregator_products_service-3    | 2025-12-04 02:51:36 INFO     Starting HeartbeatSender for aggregator_products_service-3
aggregator_products_service-3    | 2025-12-04 02:51:36 INFO     Recovering sends commit...
aggregator_purchases_service-3   | 2025-12-04 02:51:36 INFO     Recovering sends commit...
aggregator_purchases_service-3   | 2025-12-04 02:51:36 INFO     Recovering working state...
aggregator_purchases_service-3   | 2025-12-04 02:51:36 DEBUG    No working state commit found.
aggregator_purchases_service-3   | 2025-12-04 02:51:36 INFO     Starting processing recovery | type:PURCHASES | agg_id:3
aggregator_purchases_service-3   | 2025-12-04 02:51:36 DEBUG    Chunk buffer is empty
aggregator_purchases_service-3   | 2025-12-04 02:51:36 INFO     No buffered chunks to recover
aggregator_purchases_service-3   | 2025-12-04 02:51:36 INFO     Recovering last chunks processing commit...
aggregator_purchases_service-3   | 2025-12-04 02:51:36 DEBUG    No processing chunk commit found.
aggregator_purchases_service-3   | 2025-12-04 02:51:36 DEBUG    No processing chunk to recover.
aggregator_purchases_service-3   | 2025-12-04 02:51:36 INFO     Agregador iniciado. Tipo: PURCHASES, ID: 3
aggregator_products_service-2  | 2025-12-04 02:51:36 INFO     Recovering working state...
aggregator_products_service-2    | 2025-12-04 02:51:36 DEBUG    No working state commit found.
aggregator_products_service-2    | 2025-12-04 02:51:36 INFO     Starting processing recovery | type:PRODUCTS | agg_id:2
aggregator_products_service-2    | 2025-12-04 02:51:36 DEBUG    Chunk buffer is empty
aggregator_products_service-2    | 2025-12-04 02:51:36 INFO     No buffered chunks to recover
aggregator_products_service-2    | 2025-12-04 02:51:36 INFO     Recovering last chunks processing commit...
aggregator_products_service-2    | 2025-12-04 02:51:36 DEBUG    No processing chunk commit found.
server                           | 2025-12-04 02:51:35 DEBUG    action: fd_open | result: success | kind: client_socket | fd:12 | peer:127.0.0.1:41250
server                           | 2025-12-04 02:51:35 DEBUG    action: client_connected | peer:127.0.0.1:41250
server                           | 2025-12-04 02:51:35 DEBUG    action: handshake_wait | timeout:3s
server                           | 2025-12-04 02:51:35 ERROR    action: client_handler_error | peer:127.0.0.1:41250 | client_id:None | error:OSError('connection closed early; remaining=1')
server                           | 2025-12-04 02:51:35 DEBUG    action: fd_close | result: success | kind: client_socket | fd:12
server                           | 2025-12-04 02:51:35 DEBUG    action: client_thread_finished | peer:127.0.0.1:41250 | client_id:None | thread:Thread-5 (_handle_client)
server                           | 2025-12-04 02:51:38 DEBUG    action: fd_open | result: success | kind: client_socket | fd:12 | peer:127.0.0.1:41266
server                           | 2025-12-04 02:51:38 DEBUG    action: client_connected | peer:127.0.0.1:41266
server                           | 2025-12-04 02:51:38 DEBUG    action: handshake_wait | timeout:3s
server                           | 2025-12-04 02:51:38 ERROR    action: client_handler_error | peer:127.0.0.1:41266 | client_id:None | error:OSError('connection closed early; remaining=1')
maximizer_top3_absolute_service  | 2025-12-04 02:51:36 INFO     Recovering last chunks processing commit...
maximizer_top3_absolute_service  | 2025-12-04 02:51:36 DEBUG    No processing chunk commit found.
maximizer_top3_absolute_service  | 2025-12-04 02:51:36 DEBUG    No processing chunk to recover.
aggregator_tpv_service-2         | 2025-12-04 02:51:36 DEBUG    action: config | result: success | agg_type:TPV | agg_id:2 | log_level:DEBUG
aggregator_tpv_service-2         | 2025-12-04 02:51:36 INFO     Starting HeartbeatSender for aggregator_tpv_service-2
aggregator_tpv_service-2         | 2025-12-04 02:51:36 INFO     Recovering sends commit...
aggregator_tpv_service-2         | 2025-12-04 02:51:36 INFO     Recovering working state...
aggregator_tpv_service-2         | 2025-12-04 02:51:36 DEBUG    No working state commit found.
aggregator_tpv_service-2         | 2025-12-04 02:51:36 INFO     Starting processing recovery | type:TPV | agg_id:2
aggregator_tpv_service-2         | 2025-12-04 02:51:36 DEBUG    Chunk buffer is empty
aggregator_tpv_service-2         | 2025-12-04 02:51:36 INFO     No buffered chunks to recover
aggregator_tpv_service-2         | 2025-12-04 02:51:36 INFO     Recovering last chunks processing commit...
aggregator_tpv_service-2         | 2025-12-04 02:51:36 DEBUG    No processing chunk commit found.
aggregator_tpv_service-2         | 2025-12-04 02:51:36 DEBUG    No processing chunk to recover.
aggregator_tpv_service-2         | 2025-12-04 02:51:36 INFO     Agregador iniciado. Tipo: TPV, ID: 2
monitor_2                        | 2025-12-04 02:51:57 INFO     Received ELECTION from monitor_3. Yielding (higher ID).
monitor_2                        | 2025-12-04 02:51:57 INFO     Monitor received message: {'type': 'ELECTION', 'id': 'monitor_3', 'timestamp': 1764816717.3009155}
monitor_2                        | 2025-12-04 02:51:57 INFO     Received ELECTION from monitor_3. Yielding (higher ID).
monitor_2                        | 2025-12-04 02:51:57 INFO     Monitor received message: {'type': 'ELECTION', 'id': 'monitor_3', 'timestamp': 1764816717.304404}
monitor_2                        | 2025-12-04 02:51:57 INFO     Received ELECTION from monitor_3. Yielding (higher ID).
monitor_2                        | 2025-12-04 02:52:07 INFO     Monitor received message: {'type': 'COORDINATOR', 'id': 'monitor_3', 'timestamp': 1764816727.3108063}
monitor_2                        | 2025-12-04 02:52:07 INFO     New Leader elected: monitor_3
